K00001,alcohol dehydrogenase [EC:1.1.1.1]
K13927,holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]
K13929,malonate decarboxylase alpha subunit [EC:2.3.1.187]
K13930,triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]
K13934,phosphoribosyl-dephospho-CoA transferase [EC:2.7.7.66]
K13935,malonate decarboxylase epsilon subunit [EC:2.3.1.39]
K13937,hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]
K13938,dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.50 1.5.1.3]
K13939,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:4.1.2.25 2.7.6.3 2.5.1.15]
K13940,dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]
K13941,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:2.7.6.3 2.5.1.15]
K13942,"5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2]"
K13948,prostaglandin reductase 1 [EC:1.3.1.74 1.3.1.48]
K13949,prostaglandin reductase 2 [EC:1.3.1.48]
K13950,para-aminobenzoate synthetase [EC:2.6.1.85]
K13951,alcohol dehydrogenase 1/7 [EC:1.1.1.1]
K13952,alcohol dehydrogenase 6 [EC:1.1.1.1]
K13953,"alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"
K13954,alcohol dehydrogenase [EC:1.1.1.1]
K13967,N-acetylmannosamine-6-phosphate 2-epimerase / N-acetylmannosamine kinase [EC:5.1.3.9 2.7.1.60]
K13979,alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
K13980,alcohol dehydrogenase 4 [EC:1.1.1.1]
K13987,ADP-ribose diphosphatase / 8-oxo-dGDP phosphatase / ADP-D-ribose pyrophosphorylase [EC:3.6.1.13 3.6.1.58 2.7.7.96]
K13988,ADP-ribose diphosphatase [EC:3.6.1.13]
K13990,glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]
K13995,maleamate amidohydrolase [EC:3.5.1.107]
K13998,dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45]
K14028,methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]
K14029,methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]
K14036,"ent-cassa-12,15-diene synthase [EC:4.2.3.28]"
K14037,ent-sandaracopimaradiene/labdatriene synthase [EC:4.2.3.29 4.2.3.99]
K14038,"ent-pimara-8(14),15-diene synthase [EC:4.2.3.30]"
K14039,taxadiene 5alpha-hydroxylase [EC:1.14.14.176]
K14040,"abieta-7,13-dien-18-ol hydroxylase [EC:1.14.14.145]"
K14041,levopimaradiene/copalyl diphosphate synthase [EC:4.2.3.32 5.5.1.12]
K14042,"isopimara-7,15-diene synthase /copalyl diphosphate synthase [EC:4.2.3.44 5.5.1.12]"
K14043,syn-copalyl-diphosphate synthase [EC:5.5.1.14]
K14044,stemar-13-ene synthase [EC:4.2.3.33]
K14045,stemod-13(17)-ene synthase [EC:4.2.3.34]
K14046,"syn-pimara-7,15-diene synthase [EC:4.2.3.35]"
K14047,"fusicocca-2,10(14)-diene synthase [EC:4.2.3.43]"
K14048,urease subunit gamma/beta [EC:3.5.1.5]
K14066,geranyl diphosphate synthase [EC:2.5.1.1]
K14067,malate-CoA ligase subunit beta [EC:6.2.1.9]
K14068,"methanophenazine hydrogenase, large subunit [EC:1.12.98.3]"
K14069,"methanophenazine hydrogenase, cytochrome b subunit [EC:1.12.98.3]"
K14070,methanophenazine hydrogenase [EC:1.12.98.3]
K14073,pancreatic triacylglycerol lipase [EC:3.1.1.3]
K14074,pancreatic lipase-related protein 1 [EC:3.1.1.3]
K14075,pancreatic lipase-related protein 2 [EC:3.1.1.3]
K14076,pancreatic lipase-related protein 3 [EC:3.1.1.3]
K14080,[methyl-Co(III) methanol/glycine betaine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246 2.1.1.377]
K14081,methanol corrinoid protein
K14082,[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247]
K14083,trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]
K14084,trimethylamine corrinoid protein
K14085,aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]
K14126,F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]
K14127,F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]
K14128,F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]
K14130,tryptophan 4-dimethylallyltransferase [EC:2.5.1.34]
K14132,tryprostatin B synthase [EC:2.5.1.106]
K14134,"12alpha,13alpha-dihydroxyfumitremorgin C prenyltransferase [EC:2.5.1.110]"
K14135,fumigaclavine A dimethylallyltransferase [EC:2.5.1.100]
K14136,decaprenyl-phosphate phosphoribosyltransferase [EC:2.4.2.45]
K14138,acetyl-CoA synthase [EC:2.3.1.169]
K14152,phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase [EC:3.6.1.31 3.5.4.19 1.1.1.23]
K14153,hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]
K14154,thiamine-phosphate diphosphorylase / hydroxyethylthiazole kinase [EC:2.5.1.3 2.7.1.50]
K14155,cysteine-S-conjugate beta-lyase [EC:4.4.1.13]
K14156,choline/ethanolamine kinase [EC:2.7.1.32 2.7.1.82]
K14157,alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]
K14163,bifunctional glutamyl/prolyl-tRNA synthetase [EC:6.1.1.17 6.1.1.15]
K14164,glycyl-tRNA synthetase [EC:6.1.1.14]
K14170,chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]
K14173,alpha-farnesene synthase [EC:4.2.3.46]
K14174,beta-farnesene/exo-alpha-bergamotene synthase [EC:4.2.3.47 4.2.3.81]
K14175,"(3S,6E)-nerolidol synthase [EC:4.2.3.48]"
K14176,epi-cedrol synthase [EC:4.2.3.39]
K14177,alpha-bisabolene synthase [EC:4.2.3.38]
K14178,"amorpha-4,11-diene synthase [EC:4.2.3.24]"
K14179,germacrene-A synthase [EC:4.2.3.23]
K14180,aristolochene synthase [EC:4.2.3.9]
K14181,valencene/7-epi-alpha-selinene synthase [EC:4.2.3.73 4.2.3.86]
K14182,vetispiradiene synthase [EC:4.2.3.21]
K14183,(+)-delta-cadinene synthase [EC:4.2.3.13]
K14184,alpha-humulene/beta-caryophyllene synthase [EC:4.2.3.104 4.2.3.57]
K14185,longifolene/alpha-longipinene synthase [EC:4.2.3.58 4.2.3.80]
K14186,gamma-humulene synthase [EC:4.2.3.56]
K14187,chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]
K14188,D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]
K14190,GDP-L-galactose phosphorylase [EC:2.7.7.69]
K14191,18S rRNA (adenine1779-N6/adenine1780-N6)-dimethyltransferase [EC:2.1.1.183]
K14215,"trans,polycis-decaprenyl diphosphate synthase [EC:2.5.1.86]"
K14216,2'-5'-oligoadenylate synthetase [EC:2.7.7.84]
K14244,amidotransferase [EC:6.3.5.-]
K14245,PKS ketosynthase (KS/KS alpha) [EC:2.3.1.-]
K14246,PKS chain-length factor (CLF/KS beta) [EC:2.3.1.-]
K14249,bifunctional cyclase/aromatase [EC:4.2.1.-]
K14250,cyclase
K14251,C-methyltransferase [EC:2.1.1.-]
K14252,6-methylpretetramide 4-monooxygenase / 4-hydroxy-6-methylpretetramide 12a-monooxygenase [EC:1.14.13.232 1.14.13.233]
K14253,6-methylpretetramide 4-monooxygenase [EC:1.14.13.232]
K14254,aminotransferase
K14255,4-amino-anhydrotetracycline N4-methyltransferase [EC:2.1.1.335]
K14256,"anhydrotetracycline 6-monooxygenase / 5a,11a-dehydrotetracycline 5-monooxygenase [EC:1.14.13.38 1.14.13.234]"
K14257,tetracycline 7-halogenase / FADH2 O2-dependent halogenase [EC:1.14.19.49 1.14.19.-]
K14259,2-dehydro-3-deoxy-D-arabinonate dehydratase [EC:4.2.1.141]
K14260,alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]
K14263,kynurenine formamidase [EC:3.5.1.9]
K14264,kynurenine aminotransferase [EC:2.6.1.7]
K14265,tryptophan aminotransferase [EC:2.6.1.27]
K14266,tryptophan 7-halogenase [EC:1.14.19.9]
K14267,N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]
K14268,5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19]
K14271,nicotianamine aminotransferase [EC:2.6.1.80]
K14272,glutamate--glyoxylate aminotransferase [EC:2.6.1.4 2.6.1.2 2.6.1.44]
K14273,"D-xylose 1-dehydrogenase (NADP+, D-xylono-1,5-lactone-forming) [EC:1.1.1.179]"
K14274,"xylono-1,5-lactonase [EC:3.1.1.110]"
K14275,D-xylonate dehydratase [EC:4.2.1.82]
K14286,ethanolamine-phosphate phospho-lyase [EC:4.2.3.2]
K14287,methionine transaminase [EC:2.6.1.88]
K14329,agmatine coumaroyltransferase [EC:2.3.1.64 2.3.1.-]
K14333,"2,3-dihydroxybenzoate decarboxylase [EC:4.1.1.46]"
K14334,"carboxy-cis,cis-muconate cyclase [EC:5.5.1.5]"
K14336,23S rRNA (guanine748-N1)-methyltransferase [EC:2.1.1.188]
K14338,cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4]
K14366,6-deoxyerythronolide B hydroxylase [EC:1.14.15.35]
K14367,erythronolide mycarosyltransferase [EC:2.4.1.328]
K14368,3-alpha-mycarosylerythronolide B desosaminyl transferase [EC:2.4.1.278]
K14369,erythromycin 3''-O-methyltransferase [EC:2.1.1.254]
K14370,erythromycin 12 hydroxylase [EC:1.14.13.154]
K14371,avermectin polyketide synthase AveA1
K14372,cytochrome P450 hydroxylase [EC:1.14.-.-]
K14373,C-5 ketoreductase
K14374,avermectin B 5-O-methyltransferase [EC:2.1.1.-]
K14375,dTDP-L-oleandrosyltransferase [EC:2.4.1.-]
K14379,tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]
K14394,low molecular weight phosphotyrosine protein phosphatase [EC:3.1.3.2 3.1.3.48]
K14395,lysophosphatidic acid phosphatase type 6 [EC:3.1.3.2]
K14410,lysosomal acid phosphatase [EC:3.1.3.2]
K14417,4-chlorobenzoate-CoA ligase [EC:6.2.1.33]
K14418,4-chlorobenzoyl-CoA dehalogenase [EC:3.8.1.7]
K14419,alpha-subunit of trans-3-chloroacrylic acid dehalogenase [EC:3.8.1.-]
K14420,beta-subunit of trans-3-chloroacrylic acid dehalogenase [EC:3.8.1.-]
K14421,cis-3-chloroacrylic acid dehalogenase [EC:3.8.1.-]
K14422,malonate semialdehyde decarboxylase [EC:4.1.1.-]
K14423,"plant 4,4-dimethylsterol C-4alpha-methyl-monooxygenase [EC:1.14.18.10]"
K14424,plant 4alpha-monomethylsterol monooxygenase [EC:1.14.18.11]
K14441,ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]
K14446,crotonyl-CoA carboxylase/reductase [EC:1.3.1.85]
K14447,ethylmalonyl-CoA mutase [EC:5.4.99.63]
K14448,(2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12]
K14449,2-methylfumaryl-CoA hydratase [EC:4.2.1.148]
K14451,(3S)-malyl-CoA thioesterase [EC:3.1.2.30]
K14452,gastric triacylglycerol lipase [EC:3.1.1.3]
K14454,"aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]"
K14455,"aspartate aminotransferase, mitochondrial [EC:2.6.1.1]"
K14456,2-acylglycerol O-acyltransferase 3 [EC:2.3.1.20 2.3.1.22]
K14457,2-acylglycerol O-acyltransferase 2 [EC:2.3.1.22]
K14458,2-acylglycerol O-acyltransferase 1 [EC:2.3.1.22]
K14465,succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]
K14466,4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
K14467,4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
K14468,malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298]
K14469,acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36]
K14470,2-methylfumaryl-CoA isomerase [EC:5.4.1.3]
K14471,succinyl-CoA:(S)-malate CoA-transferase subunit A [EC:2.8.3.22]
K14472,succinyl-CoA:(S)-malate CoA-transferase subunit B [EC:2.8.3.22]
K14481,styrene monooxygenase [EC:1.14.14.11]
K14482,styrene monooxygenase reductase component [EC:1.5.1.-]
K14506,jasmonic acid-amino synthetase [EC:6.3.2.52]
K14519,NADP-dependent aldehyde dehydrogenase [EC:1.2.1.4]
K14520,4-hydroxyacetophenone monooxygenase [EC:1.14.13.84]
K14534,4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]
K14541,urea carboxylase / allophanate hydrolase [EC:6.3.4.6 3.5.1.54]
K14577,aliphatic (R)-hydroxynitrile lyase [EC:4.1.2.46]
K14578,"naphthalene 1,2-dioxygenase ferredoxin component"
K14579,"naphthalene 1,2-dioxygenase subunit alpha [EC:1.14.12.12 1.14.12.23 1.14.12.24]"
K14580,"naphthalene 1,2-dioxygenase subunit beta [EC:1.14.12.12 1.14.12.23 1.14.12.24]"
K14581,"naphthalene 1,2-dioxygenase ferredoxin reductase component [EC:1.18.1.7]"
K14582,"cis-1,2-dihydro-1,2-dihydroxynaphthalene/dibenzothiophene dihydrodiol dehydrogenase [EC:1.3.1.29 1.3.1.60]"
K14583,"1,2-dihydroxynaphthalene dioxygenase [EC:1.13.11.56]"
K14584,2-hydroxychromene-2-carboxylate isomerase [EC:5.99.1.4]
K14585,trans-o-hydroxybenzylidenepyruvate hydratase-aldolase [EC:4.1.2.45]
K14586,2-naphthoate monooxygenase
K14589,cap1 methyltransferase [EC:2.1.1.57]
K14590,cap2 methyltransferase [EC:2.1.1.296]
K14592,glutamate carboxypeptidase II (folate hydrolase 1) [EC:3.4.17.21]
K14593,capsanthin/capsorubin synthase [EC:5.3.99.8]
K14594,neoxanthin synthase [EC:5.3.99.9]
K14595,abscisate beta-glucosyltransferase [EC:2.4.1.263]
K14596,zeaxanthin glucosyltransferase [EC:2.4.1.276]
K14597,chlorobactene glucosyltransferase
K14598,chlorobactene lauroyltransferase
K14599,dibenzofuran dioxygenase subunit alpha [EC:1.14.12.-]
K14600,dibenzofuran dioxygenase subunit beta [EC:1.14.12.-]
K14601,"1,1a-dihydroxy-1-hydro-9-fluorenone dehydrogenase"
K14602,"2'-carboxy-2,3-dihydroxybiphenyl 1,2-dioxygenase large subunit"
K14603,"2'-carboxy-2,3-dihydroxybiphenyl 1,2-dioxygenase small subunit and ferredoxin fusion protein"
K14604,"2-hydroxy-6-oxo-6-(2'-carboxyphenyl)-hexa-2,4-dienoate hydrolase [EC:3.7.1.-]"
K14605,lycopene cyclase CruA [EC:5.5.1.19]
K14606,lycopene cyclase CruP [EC:5.5.1.19]
K14621,"phospholipase B1, membrane-associated [EC:3.1.1.4 3.1.1.5]"
K14626,actinorhodin biosynthesis protein ActVIA
K14627,dehydratase [EC:4.2.1.-]
K14628,enoyl reductase
K14629,enoyl reductase
K14630,two-component flavin-dependent monooxygenase [EC:1.14.14.-]
K14631,flavin reductase ActVB [EC:1.5.1.-]
K14632,C-6 monooxygenase
K14633,ketoreductase RED2 [EC:1.1.1.-]
K14634,"fructose-2,6-bisphosphatase [EC:3.1.3.46]"
K14641,apyrase [EC:3.6.1.5]
K14642,golgi apyrase [EC:3.6.1.5]
K14652,"3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]"
K14653,2-amino-5-formylamino-6-ribosylaminopyrimidin-4(3H)-one 5'-monophosphate deformylase [EC:3.5.1.102]
K14654,"2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]"
K14655,"tRNA pseudouridine32 synthase / 2,5-diamino-6-(5-phospho-D-ribitylamino)-pyrimidin-4(3H)-one deaminase [EC:5.4.99.28]"
K14656,FAD synthetase [EC:2.7.7.2]
K14662,protein N-terminal asparagine amidohydrolase [EC:3.5.1.121]
K14674,TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]
K14675,TAG lipase / lysophosphatidylethanolamine acyltransferase [EC:3.1.1.3 2.3.1.-]
K14676,lysophospholipid hydrolase [EC:3.1.1.5]
K14677,aminoacylase [EC:3.5.1.14]
K14681,argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]
K14682,amino-acid N-acetyltransferase [EC:2.3.1.1]
K14727,3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase [EC:3.1.1.24 4.1.1.44]
K14729,multifunctional beta-oxidation protein [EC:4.2.1.- 1.1.1.-]
K14730,(-)-trans-carveol dehydrogenase [EC:1.1.1.243]
K14731,epsilon-lactone hydrolase [EC:3.1.1.83]
K14732,limonene hydroxylase [EC:1.14.14.51 1.14.14.52 1.1.1.243 1.1.1.144]
K14733,"limonene 1,2-monooxygenase [EC:1.14.13.107]"
K14735,hephaestin [EC:1.16.3.1]
K14746,(S)-1-phenylethanol dehydrogenase [EC:1.1.1.311]
K14747,benzoylacetate-CoA ligase [EC:6.2.1.-]
K14748,ethylbenzene dioxygenase subunit alpha [EC:1.14.12.-]
K14749,ethylbenzene dioxygenase subunit beta [EC:1.14.12.-]
K14750,ethylbenzene dioxygenase ferredoxin component
K14751,"2,3-dihydroxyethylbenzene 1,2-dioxygenase [EC:1.13.11.-]"
K14755,carnosine synthase [EC:6.3.2.11]
K14756,klotho [EC:3.2.1.31]
K14759,"isochorismate synthase / 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase / 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase / o-succinylbenzoate synthase [EC:5.4.4.2 2.2.1.9 4.2.99.20 4.2.1.113]"
K14760,o-succinylbenzoate---CoA ligase [EC:6.2.1.26]
K14937,methyl farnesoate epoxidase / farnesoate epoxidase [EC:1.14.14.127 1.14.14.128]
K14938,cholesterol 7-desaturase [EC:1.14.19.21]
K14939,cytochrome P450 family 307 subfamily A
K14940,gamma-F420-2:alpha-L-glutamate ligase [EC:6.3.2.32]
K14941,2-phospho-L-lactate/phosphoenolpyruvate guanylyltransferase [EC:2.7.7.68 2.7.7.105]
K14959,[histone H3]-lysine4 N-trimethyltransferase MLL4 [EC:2.1.1.354]
K14974,6-hydroxynicotinate 3-monooxygenase [EC:1.14.13.114]
K14975,codeine 3-O-demethylase [EC:1.14.11.32]
K14976,thebaine 6-O-demethylase [EC:1.14.11.31]
K14977,(S)-ureidoglycine aminohydrolase [EC:3.5.3.26]
K14984,isoleucine N-monooxygenase [EC:1.14.14.39]
K14985,26-hydroxylase [EC:1.14.-.-]
K15013,long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3]
K15016,enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]
K15017,malonyl-CoA/succinyl-CoA reductase (NADPH) [EC:1.2.1.75 1.2.1.76]
K15018,3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36]
K15019,3-hydroxypropionyl-coenzyme A dehydratase [EC:4.2.1.116]
K15020,acryloyl-coenzyme A reductase [EC:1.3.1.84]
K15022,formate dehydrogenase (NADP+) beta subunit [EC:1.17.1.10]
K15023,5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258]
K15024,putative phosphotransacetylase [EC:2.3.1.8]
K15036,acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]
K15037,biotin carboxyl carrier protein
K15038,succinyl-CoA reductase [EC:1.2.1.76]
K15039,3-hydroxypropionate dehydrogenase (NADP+) [EC:1.1.1.298]
K15052,propionyl-CoA carboxylase [EC:6.4.1.3 2.1.3.15]
K15054,(S)-mandelate dehydrogenase [EC:1.1.99.31]
K15055,2-nitrobenzoate nitroreductase [EC:1.7.1.-]
K15056,2-hydroxylaminobenzoate mutase [EC:5.4.99.-]
K15057,nitrobenzene nitroreductase [EC:1.7.1.16]
K15058,"2-aminophenol/2-amino-5-chlorophenol 1,6-dioxygenase subunit alpha"
K15059,"2-aminophenol/2-amino-5-chlorophenol 1,6-dioxygenase subunit beta [EC:1.13.11.74 1.13.11.76]"
K15060,"5,5'-dehydrodivanillate O-demethylase oxygenase subunit [EC:1.14.13.-]"
K15061,OH-DDVA oxygenase
K15062,OH-DDVA meta-cleavage compound hydrolase
K15063,5-carboxyvanillate decarboxylase
K15064,syringate O-demethylase [EC:2.1.1.-]
K15065,"3-O-methylgallate 3,4-dioxygenase [EC:1.13.11.-]"
K15066,vanillate/3-O-methylgallate O-demethylase [EC:2.1.1.341]
K15067,2-aminomuconate deaminase [EC:3.5.99.5]
K15086,(3S)-linalool synthase [EC:4.2.3.25]
K15087,(3R)-linalool synthase [EC:4.2.3.26]
K15088,(4S)-limonene synthase [EC:4.2.3.16]
K15089,(S)-limonene 3-monooxygenase [EC:1.14.14.99]
K15090,isopiperitenol dehydrogenase [EC:1.1.1.223]
K15091,(-)-isopiperitenone reductase [EC:1.3.1.82]
K15092,(+)-pulegone reductase [EC:1.3.1.81]
K15093,(+)-menthofuran synthase [EC:1.14.14.143]
K15094,(-)-menthol dehydrogenase [EC:1.1.1.207]
K15095,(+)-neomenthol dehydrogenase [EC:1.1.1.208]
K15096,(R)-limonene synthase [EC:4.2.3.20]
K15097,(-)-endo-fenchol synthase [EC:4.2.3.10]
K15098,bornyl diphosphate synthase [EC:5.5.1.8]
K15099,geraniol 8-hydroxylase [EC:1.14.14.83]
K15226,arogenate dehydrogenase (NADP+) [EC:1.3.1.78]
K15227,"arogenate dehydrogenase (NADP+), plant [EC:1.3.1.78]"
K15228,methylamine dehydrogenase light chain [EC:1.4.9.1]
K15229,methylamine dehydrogenase heavy chain [EC:1.4.9.1]
K15230,ATP-citrate lyase alpha-subunit [EC:2.3.3.8]
K15231,ATP-citrate lyase beta-subunit [EC:2.3.3.8]
K15232,citryl-CoA synthetase large subunit [EC:6.2.1.18]
K15233,citryl-CoA synthetase small subunit
K15234,citryl-CoA lyase [EC:4.1.3.34]
K15236,gamma-hexachlorocyclohexane dehydrochlorinase [EC:4.5.1.-]
K15237,"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase 1 [EC:1.3.1.-]"
K15238,"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase 2 [EC:1.3.1.-]"
K15239,"2,5-dichlorohydroquinone reductive dechlorinase [EC:2.5.1.-]"
K15240,"hydroquinone 1,2-dioxygenase [EC:1.13.11.66]"
K15241,tetrachlorohydroquinone reductive dehalogenase [EC:1.21.4.5]
K15242,"2,6-dichloro-p-hydroquinone 1,2-dioxygenase [EC:1.13.11.-]"
K15243,"2,4,5-trichlorophenoxyacetic acid oxygenase 1 [EC:1.14.13.-]"
K15244,"2,4,5-trichlorophenoxyacetic acid oxygenase 2 [EC:1.14.13.-]"
K15245,flavin reductase [EC:1.5.1.37]
K15246,chlorophenol-4-monooxygenase [EC:1.14.14.173 1.14.14.-]
K15253,"chlorocatechol 1,2-dioxygenase [EC:1.13.11.-]"
K15303,aflatoxin B1 aldehyde reductase
K15314,enediyne polyketide synthase
K15315,enediyne core biosynthesis thioesterase
K15316,noranthrone synthase [EC:2.3.1.221]
K15320,6-methylsalicylic acid synthase [EC:2.3.1.165]
K15357,N-formylmaleamate deformylase [EC:3.5.1.106]
K15358,enamidase [EC:3.5.2.18]
K15359,6-hydroxy-3-succinoylpyridine 3-monooxygenase [EC:1.14.13.163]
K15371,glutamate dehydrogenase [EC:1.4.1.2]
K15372,taurine---2-oxoglutarate transaminase [EC:2.6.1.55]
K15373,sulfoacetaldehyde reductase [EC:1.1.1.313]
K15376,gephyrin [EC:2.10.1.1 2.7.7.75]
K15397,3-ketoacyl-CoA synthase [EC:2.3.1.199]
K15398,fatty acid omega-hydroxylase [EC:1.14.-.-]
K15400,omega-hydroxypalmitate O-feruloyl transferase [EC:2.3.1.188]
K15401,long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]
K15402,fatty acid omega-hydroxylase [EC:1.14.-.-]
K15403,fatty acid omega-hydroxy dehydrogenase [EC:1.1.-.-]
K15404,aldehyde decarbonylase [EC:4.1.99.5]
K15405,midchain alkane hydroxylase
K15406,wax-ester synthase / diacylglycerol O-acyltransferase [EC:2.3.1.75 2.3.1.20]
K15422,"3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase [EC:3.1.3.7 3.1.3.57]"
K15428,Cys-Gly metallodipeptidase DUG1 [EC:3.4.13.-]
K15429,tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
K15431,phloroglucinol synthase [EC:2.3.1.253]
K15440,tRNA-specific adenosine deaminase 1 [EC:3.5.4.34]
K15451,tRNA wybutosine-synthesizing protein 4 [EC:2.1.1.290 2.3.1.231]
K15461,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]
K15467,27-O-demethylrifamycin SV methyltransferase [EC:2.1.1.315]
K15472,premnaspirodiene oxygenase [EC:1.14.14.151]
K15497,molybdate/tungstate transport system ATP-binding protein [EC:7.3.2.5 7.3.2.6]
K15506,cytochrome P450 family 98 subfamily A8 [EC:1.14.13.-]
K15511,"benzoyl-CoA 2,3-epoxidase subunit A [EC:1.14.13.208]"
K15512,"benzoyl-CoA 2,3-epoxidase subunit B [EC:1.14.13.208]"
K15513,benzoyl-CoA-dihydrodiol lyase [EC:4.1.2.44]
K15514,"3,4-dehydroadipyl-CoA semialdehyde dehydrogenase [EC:1.2.1.77]"
K15515,sulfoacetaldehyde dehydrogenase [EC:1.2.1.81]
K15517,glycine N-phenylacetyltransferase [EC:2.3.1.192]
K15518,deoxyguanosine kinase [EC:2.7.1.113]
K15519,deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74]
K15524,2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate hydrolase [EC:3.2.1.-]
K15567,naphthyl-2-methylsuccinate synthase beta subunit [EC:4.1.99.-]
K15568,naphthyl-2-methylsuccinate synthase gamma subunit [EC:4.1.99.-]
