id,reaction,ec,module,orthology,pathway,rclass,rhea,comment,name,overall,remark
R04831,1 C00003 + 1 C05481 <=> 1 C00004 + 1 C00080 + 1 C05470,1.1.1.53,,K00038,rn00140,RC00001__C00003_C00004 RC01219__C05470_C05481,,,cortolone:NAD+ oxidoreductase,,
R04832,1 C00003 + 1 C05472 <=> 1 C00004 + 1 C00080 + 1 C05471,1.1.1.50,,K00037,rn00140,RC00001__C00003_C00004 RC00144__C05471_C05472,,,urocortisol:NAD+ oxidoreductase (B-specific),,
R04833,1 C00006 + 1 C05472 <=> 1 C00005 + 1 C00080 + 1 C05471,1.1.1.50,,K00037,rn00140,RC00001__C00005_C00006 RC00144__C05471_C05472,,,urocortisol:NADP+ oxidoreductase (B-specific),,
R04834,1 C00003 + 1 C05482 <=> 1 C00004 + 1 C00080 + 1 C05472,1.1.1.53,,K00038,rn00140,RC00001__C00003_C00004 RC01219__C05472_C05482,,,cortol:NAD+ oxidoreductase,,
R04835,1 C00003 + 1 C05474 <=> 1 C00004 + 1 C00080 + 1 C05473,1.1.1.50,,K00037,rn00140,RC00001__C00003_C00004 RC00144__C05473_C05474,,,"3alpha,11beta,21-trihydroxy-20-oxo-5beta-pregnan-18-al:NAD+ oxidoreductase (B-specific)",,
R04836,1 C00006 + 1 C05474 <=> 1 C00005 + 1 C00080 + 1 C05473,1.1.1.50,,K00037,rn00140,RC00001__C00005_C00006 RC00144__C05473_C05474,,,"3alpha,11beta,21-trihydroxy-20-oxo-5beta-pregnan-18-al:NADP+ oxidoreductase (B-specific)",,
R04837,1 C00003 + 1 C05476 <=> 1 C00004 + 1 C00080 + 1 C05475,1.1.1.50,,K00037,rn00140,RC00001__C00003_C00004 RC00144__C05475_C05476,,,tetrahydrocorticosterone:NAD+ oxidoreductase (B-specific),,
R04838,1 C00006 + 1 C05476 <=> 1 C00005 + 1 C00080 + 1 C05475,1.1.1.50,,K00037,rn00140,RC00001__C00005_C00006 RC00144__C05475_C05476,,,tetrahydrocorticosterone:NADP+ oxidoreductase (B-specific),,
R04840,1 C00006 + 1 C05476 <=> 1 C00005 + 1 C00080 + 1 C05478,1.1.1.146,,K15680,rn00140,RC00001__C00005_C00006 RC00154__C05476_C05478,,,tetrahydrocorticosterone:NADP+ 11-oxidoreductase,,
R04842,1 C00003 + 1 C05478 <=> 1 C00004 + 1 C00080 + 1 C05477,1.1.1.50,,K00037,rn00140,RC00001__C00003_C00004 RC00144__C05477_C05478,,,"3alpha,21-dihydroxy-5beta-pregnane-11,20-dione:NAD+ oxidoreductase (B-specific)",,
R04843,1 C00006 + 1 C05478 <=> 1 C00005 + 1 C00080 + 1 C05477,1.1.1.50,,K00037,rn00140,RC00001__C00005_C00006 RC00144__C05477_C05478,,,"3alpha,21-dihydroxy-5beta-pregnane-11,20-dione:NADP+ oxidoreductase (B-specific)",,
R04844,1 C00003 + 1 C05483 <=> 1 C00004 + 1 C00080 + 1 C05478,1.1.1.53,,K00038,rn00140,RC00001__C00003_C00004 RC01220__C05478_C05483,,,"3alpha,20alpha,21-trihydroxy-5beta-pregnane-11-one:NAD+ oxidoreductase",,
R04845,1 C00003 + 1 C05480 <=> 1 C00004 + 1 C00080 + 1 C05479,1.1.1.50,,K00037,rn00140 rn01100,RC00001__C00003_C00004 RC00144__C05479_C05480,,,3alpha-hydroxy-5beta-pregnane-20-one:NAD+ oxidoreductase (B-specific),,
R04846,1 C00006 + 1 C05480 <=> 1 C00005 + 1 C00080 + 1 C05479,1.1.1.50,,K00037,rn00140 rn01100,RC00001__C00005_C00006 RC00144__C05479_C05480,,,3alpha-hydroxy-5beta-pregnane-20-one:NADP+ oxidoreductase (B-specific),,
R04847,1 C00003 + 1 C05484 <=> 1 C00004 + 1 C00080 + 1 C05480,1.1.1.53,,K00038,rn00140 rn01100,RC00001__C00003_C00004 RC00139__C05480_C05484,,,pregnanediol:NAD+ oxidoreductase,,
R04849,1 C00004 + 1 C00080 + 1 C05488 <=> 1 C00003 + 1 C05487,1.1.1.145 5.3.3.1,,K00070,rn00140,RC00001__C00003_C00004 RC00146__C05487_C05488,,multi-step reaction (see R03176+R02644),"11-deoxycortisol delta5-delat4-isomerase; 17alpha,21-dihydroxypregnenolone:NAD+ 3-oxidoreductase",,
R04850,1 C00007 + 2 C00080 + 2 C00138 + 1 C05487 <=> 1 C00001 + 2 C00139 + 1 C05489,1.14.15.4,,K00497 K07433,rn00140,RC00661__C05487_C05489,,Oxidized ferredoxin is reduced by NADPH (see R01195),"17alpha,21-dihydroxypregnenolone:oxygen oxidoreductase (11-hydroxylating)",,
R04852,1 C00001 + 1 C03161 + 1 C05497 <=> 1 C00007 + 1 C03024 + 1 C05498,1.14.14.19,,K00512,rn00140,RC00660__C05497_C05498,,,"11beta-hydroxyprogesterone,NADPH-hemoprotein reductase:oxygen oxidoreductase (17alpha-hydroxylating)",,
R04853,1 C00007 + 1 C03024 + 1 C05500 <=> 1 C00001 + 1 C03161 + 1 C05499,1.14.14.19,,K00512,rn00140,RC01222__C05499_C05500,,,"20alpha-hydroxycholesterol,NADPH-hemoprotein reductase:oxygen oxidoreductase (17alpha-hydroxylating)",,
R04854,1 C00007 + 2 C00080 + 2 C00662 + 1 C05500 <=> 1 C00001 + 2 C00667 + 1 C05501,1.14.15.6,M00107,K00498,rn00140 rn01100,RC01223__C05500_C05501,,second step of R02724 (R01454+R04854+R03933),20alpha-hydroxycholesterol:oxygen oxidoreductase (side-chain-cleaving),,
R04855,1 C00007 + 2 C00080 + 2 C00662 + 1 C05502 <=> 1 C00001 + 2 C00667 + 1 C05501,1.14.15.6,M00107,K00498,rn00140 rn01100,RC00706__C05501_C05502, 34342,second step of R02724 (R02723+R04855+R03933),22beta-hydroxycholesterol:oxygen oxidoreductase (side-chain-cleaving),,
R04856,1 C00001 + 1 C06125 <=> 1 C00059 + 1 C02686,3.1.6.1 3.1.6.8,,K01130 K01134,rn00600 rn01100,RC00231__C02686_C06125, 21303,,sulfatide sulfohydrolase; cerebroside-3-sulfate 3-sulfohydrolase,,Same as: R06280
R04857,1 C00001 + 1 C05515 <=> 1 C00011 + 1 C00014 + 1 C05516,3.5.3.-,,,rn00230 rn01100,RC00416__C05515_C05516,,,,,
R04858,1 C00019 + 1 C00856 <=> 1 C00021 + 1 C02967,2.1.1.37,M00035,K00558 K17398 K17399,rn00270 rn01100,RC00003__C00019_C00021 RC00332__C00856_C02967,,,S-adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase,,
R04859,1 C00080 + 1 C00320 + 1 C00342 + 1 C00979 <=> 1 C00033 + 1 C00094 + 1 C00097 + 1 C00343,2.5.1.47 2.5.1.49,,K01738 K01740 K10150 K13034 K17069,,RC00013__C00342_C00343 RC00020__C00033_C00979 RC02813__C00094_C00320 RC02821__C00097_C00979,,,"O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming); O3-acetyl-L-serine acetate-lyase (thiosulfate-reducing, L-cysteine-forming)",,
R04860,1 C00059 + 1 C05526 <=> 1 C00051 + 1 C05824,1.8.4.3,,,rn00270 rn01100,RC00011__C00051_C05526 RC02863__C00059_C05824,,incomplete reaction,,,
R04861,1 C00001 + 1 C05527 <=> 1 C00022 + 1 C00094,,,,rn00270 rn01100,RC01225__C00022_C05527,,non-enzymatic,,,
R04862,1 C00003 + 1 C05662 <=> 1 C00004 + 1 C00080 + 1 C05533,1.1.1.286 1.1.1.87,,K05824 K10978 K17753,rn01210,RC00001__C00003_C00004 RC00084__C05533_C05662,,first step of R01934 (R04862 + R01936);subsequently R01936,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating)",,
R04863,1 C05560 + 1 C11482 <=> 1 C00020 + 1 C05535,1.2.1.95,M00030,K00143,rn00300 rn01100 rn01110,RC00039__C05535_C11482 RC00070__C00020_C05560 RC02816__C05535_C05560,,"The second step of three-step reaction (R03098 + R04863 + R04390);For reverse direction, one-step reaction (see R03103)",L-2-aminoadipate-6-semialdehyde:NADP+ 6-oxidoreductase,,
R04864,1 C00173 + 1 C05973 <=> 1 C00229 + 1 C00350,2.3.1.40,,K05939,rn00564,RC00039__C00173_C00229 RC00041__C00350_C05973, 10307,,2-acyl-sn-glycero-3-phosphoethanolamine O-acyltransferase,,
R04866,1 C00019 + 1 C05544 <=> 1 C00021 + 1 C05545,2.1.1.354 2.1.1.355 2.1.1.356 2.1.1.357 2.1.1.359 2.1.1.360 2.1.1.362 2.1.1.368 2.1.1.370 2.1.1.371 2.1.1.372 2.1.1.59 2.1.1.60,,K06101 K09186 K09187 K09188 K09189 K11419 K11420 K11422 K11423 K11424 K11425 K11426 K11427 K11429 K11430 K11432 K11433 K14959 K15588 K17451 K18494 K18804 K18826 K20796 K22748 K23700 K24405 K24407,rn00310 rn01100,RC00003__C00019_C00021 RC00181__C05544_C05545, 54199,,S-adenosyl-L-methionine:cytochrome-c-L-lysine N6-methyltransferase,,
R04867,1 C00019 + 1 C05545 <=> 1 C00021 + 1 C05546,2.1.1.354 2.1.1.355 2.1.1.356 2.1.1.359 2.1.1.360 2.1.1.366 2.1.1.372 2.1.1.59 2.1.1.60,,K06101 K09186 K09187 K09188 K09189 K11419 K11420 K11421 K11422 K11423 K11424 K11425 K11426 K11427 K11430 K11432 K14959 K15588 K17451 K18494 K18804 K18826 K20796 K22748 K23700 K24407,rn00310 rn01100,RC00003__C00019_C00021 RC00496__C05545_C05546, 54203,,S-adenosyl-L-methionine:cytochrome-c-L-lysine N6-methyltransferase,,
R04868,1 C00001 + 1 C00582 + 1 C05557 <=> 1 C00010 + 1 C00956 + 1 C05551,2.3.1.164,,,,RC00004__C00010_C00582 RC00090__C00956_C05557, 20723,general reaction: R06361,acyl-CoA:isopenicillin N N-acyltransferase,,
R04869,2 C00012 + 1 C05552 <=> 2 C00001 + 1 C06250,3.4.-.-,,,rn00780 rn01100,RC01227__C05552_C06250,,,,,
R04870,1 C00001 + 3 C00002 + 1 C00097 + 1 C00183 + 1 C00956 <=> 3 C00013 + 3 C00020 + 1 C05556,6.3.2.26,M00672 M00673,K12743,rn00311 rn01100 rn01110,RC00090__C00956_C05556 RC01227__C00097_C05556 RC01228__C00183_C05556, 23199,multi-step reaction,"L-2-aminohexanedioate:L-cysteine:L-valine ligase (AMP-forming, valine-inverting)",,
R04872,1 C00007 + 1 C05556 <=> 2 C00001 + 1 C05557,1.21.3.1,M00672 M00673,K04126,rn00311 rn01100 rn01110,RC01229__C05556_C05557, 22431,multi-step reaction,,,
R04874,1 C03277 <=> 1 C00011 + 1 C05130,,,,rn00340,RC00506__C03277_C05130,,unclear reaction,,,
R04875,1 C00001 + 1 C05565 <=> 1 C05829,,,,rn00340,RC00680__C05565_C05829,,,,,
R04876,1 C00004 + 1 C00080 + 1 C03277 <=> 1 C00003 + 1 C05568,,,,rn00340 rn01100,RC00001__C00003_C00004 RC00031__C03277_C05568,,,,,
R04877,1 C05570 <=> 1 C00565 + 1 C05571,,,,rn00340 rn01100,RC01230__C05570_C05571,,ergothionase,,,
R04878,1 C05570 <=> 1 C05575,,,,,RC01971__C05570_C05575,,incomplete reaction,,,
R04879,1 C00001 + 1 C16674 <=> 1 C16673,,,,rn00340,RC00165__C16673_C16674,,,,,
R04880,1 C00003 + 1 C05576 <=> 1 C00004 + 1 C00080 + 1 C05577,1.1.1.1,,K00001 K00121 K04072 K13951 K13952 K13953 K13954 K13980 K18857,rn00350 rn01100,RC00001__C00003_C00004 RC00099__C05576_C05577, 31150,,"3,4-dihydroxyphenylethyleneglycol:NAD+ oxidoreductase",,
R04881,1 C00019 + 1 C05576 <=> 1 C00021 + 1 C05594,2.1.1.6,,K00545,rn00350 rn01100,RC00003__C00019_C00021 RC00392__C05576_C05594,,,S-adenosyl-L-methionine:catechol O-methyltransferase,,
R04882,1 C00001 + 1 C00003 + 1 C05577 <=> 1 C00004 + 1 C00080 + 1 C05580,1.2.1.5,,K00129,rn00350 rn01100,RC00001__C00003_C00004 RC00242__C05577_C05580,,see R04883 (NADPH),"3,4-dihydroxymandelaldehyde:NAD+ oxidoreductase",,
R04883,1 C00001 + 1 C00006 + 1 C05577 <=> 1 C00005 + 1 C00080 + 1 C05580,1.2.1.5,,K00129,rn00350 rn01100,RC00001__C00005_C00006 RC00242__C05577_C05580,,see R04882 (NADH),"3,4-dihydroxymandelaldehyde:NADP+ oxidoreductase",,
R04884,1 C00007 + 2 C05578 <=> 2 C00001 + 2 C05579,1.14.18.1,,K00505,rn00350 rn01100,RC00180__C05578_C05579, 33518,Ref:1. Meth Enzymol 1987; 142: 165-169,"5,6-dihydroxyindole:oxygen oxidoreductase",,
R04885,1 C00011 + 1 C05578 <=> 1 C05604,4.1.1.-,,,,RC01231__C05578_C05604,,,,,
R04886,1 C00007 + 1 C05579 <=> 1 C00001 + 1 C17937,,,,rn00350 rn01100,,,,,,
R04887,1 C00019 + 1 C05580 <=> 1 C00021 + 1 C05584,2.1.1.6,,K00545,rn00350 rn01100,RC00003__C00019_C00021 RC00392__C05580_C05584,,,S-adenosyl-L-methionine:catechol O-methyltransferase,,
R04888,1 C00001 + 1 C00003 + 1 C05581 <=> 1 C00004 + 1 C00080 + 1 C05582,1.2.1.5,,K00129,rn00350 rn01100,RC00001__C00003_C00004 RC00080__C05581_C05582,,see R04889 (NADPH),3-methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase,,
R04889,1 C00001 + 1 C00006 + 1 C05581 <=> 1 C00005 + 1 C00080 + 1 C05582,1.2.1.5,,K00129,rn00350 rn01100,RC00001__C00005_C00006 RC00080__C05581_C05582,,see R04888 (NADPH),3-methoxy-4-hydroxyphenylacetaldehyde:NADP+ oxidoreductase,,
R04890,1 C00001 + 1 C00007 + 1 C05587 <=> 1 C00014 + 1 C00027 + 1 C05581,1.4.3.4,,K00274,rn00350 rn01100,RC00062__C05581_C05587 RC02755__C00007_C00027,,,3-methoxytyramine:oxygen oxidoreductase (deaminating) (copper-containing),,
R04891,1 C00001 + 1 C00003 + 1 C05583 <=> 1 C00004 + 1 C00080 + 1 C05584,1.2.1.5,,K00129,rn00350 rn01100,RC00001__C00003_C00004 RC00242__C05583_C05584,,see R04892 (NADPH),3-methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase,,
R04892,1 C00001 + 1 C00006 + 1 C05583 <=> 1 C00005 + 1 C00080 + 1 C05584,1.2.1.5,,K00129,rn00350 rn01100,RC00001__C00005_C00006 RC00242__C05583_C05584,,see R04891 (NADH),3-methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase,,
R04893,1 C00001 + 1 C00007 + 1 C05589 <=> 1 C00014 + 1 C00027 + 1 C05583,1.4.3.4,,K00274,rn00350 rn01100,RC00160__C05583_C05589 RC02755__C00007_C00027,,,L-normetanephrine:oxygen oxidoreductase (deaminating) (copper-containing),,
R04894,1 C00001 + 1 C00007 + 1 C05588 <=> 1 C00027 + 1 C00218 + 1 C05583,1.4.3.4,,K00274,rn00350 rn01100,RC00807__C00218_C05588 RC00808__C05583_C05588 RC02755__C00007_C00027,,,L-metanephrine:oxygen oxidoreductase (deaminating) (flavin-containing),,
R04895,1 C00001 + 1 C05600 <=> 1 C05601,4.2.1.-,,,,RC02712__C05600_C05601,,,,,
R04899,1 C01198 <=> 1 C05629,,,,rn00360 rn01100 rn01120,RC00046__C01198_C05629,,incomplete reaction,,,
R04900,1 C02199 + 1 C05623 <=> 1 C00015 + 1 C05625,2.4.1.159,,K22772,rn00944 rn01100 rn01110,RC00005__C00015_C02199 RC00059__C05623_C05625,,flavonol-3-O-glucoside L-rhamnosyltransferase,UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase,,
R04901,1 C00006 + 1 C05907 <=> 1 C00005 + 1 C00080 + 1 C05631,1.1.1.234,,K13082,rn00941,RC00001__C00005_C00006 RC00234__C05631_C05907,,flavanone 4-reductase;dihydroflavonol 4-reductase,"(2S)-flavan-4-ol:NADP+ 4-oxidoreductase; cis-3,4-leucopelargonidin:NADP+ 4-oxidoreductase",,
R04902,1 C00007 + 1 C03024 + 1 C05631 <=> 1 C00001 + 1 C03161 + 1 C05911,1.14.14.81,,K13083,rn00941 rn01110,RC00046__C05631_C05911, 61103,"flavonoid 3',5'-hydroxylase;flavonoid 3',5'-monooxygenase;second step of two-step reaction (see R02443, R02442+R04902)","eriodictyol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",,
R04903,1 C00001 + 1 C00003 + 1 C05634 <=> 1 C00004 + 1 C00080 + 1 C05635,1.2.1.3,,K00128 K00149 K14085,rn00380 rn01100,RC00001__C00003_C00004 RC00080__C05634_C05635, 31218,,5-hydroxyindoleacetaldehyde:NAD+ oxidoreductase,,
R04904,1 C00001 + 1 C00007 + 1 C05634 <=> 1 C00027 + 1 C05635,1.2.3.1,,K00157,rn00380 rn01100,RC00080__C05634_C05635 RC02755__C00007_C00027,,,5-hydroxyindoleacetaldehyde:oxygen oxidoreductase,,
R04905,1 C00019 + 1 C05635 <=> 1 C00021 + 1 C05660,2.1.1.4,,K00543,rn00380,RC00003__C00019_C00021 RC00392__C05635_C05660,,,S-adenosyl-L-methionine:N-acetylserotonin O-methyltransferase,,
R04906,1 C05635 <=> 1 C05832,6.3.2.-,,,rn00380,RC00090__C05635_C05832,,incomplete reaction,,,
R04907,1 C00007 + 1 C05636 <=> 1 C00014 + 1 C00027 + 1 C05637,1.4.3.4,,K00274,rn00380,RC02713__C05636_C05637 RC02755__C00007_C00027,,possibly intermediate,3-hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing),,
R04908,1 C00001 + 1 C00007 + 1 C05638 <=> 1 C00001 + 1 C00014 + 1 C00027 + 1 C05639,1.4.3.4,,K00274,rn00380 rn01100,RC02713__C05638_C05639 RC02755__C00007_C00027,,multi-step reaction,5-hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing),,
R04909,1 C00011 + 1 C05638 <=> 1 C05651,4.1.1.28,,K01593,rn00380 rn01100,RC00299__C05638_C05651, 31222,,5-hydroxykynurenamine decarboxy-lyase,,
R04910,1 C00005 + 1 C00080 + 1 C05641 <=> 1 C00006 + 1 C05656,1.3.1.-,,,rn00380,RC00001__C00005_C00006 RC01235__C05641_C05656,,,,,
R04911,1 C00001 + 1 C05648 <=> 1 C00058 + 1 C05651,3.5.1.9,,K01432 K07130 K14263,rn00380 rn01100,RC00263__C05648_C05651 RC00323__C00058_C05648,,,aryl-formylamine amidohydrolase,,
R04913,1 C00161 + 1 C05651 <=> 1 C00045 + 1 C05652,2.6.1.-,,,rn00380,RC00006__C05651_C05652 RC00025__C00045_C00161,,,5-hydroxykynurenine:2-oxoglutarate aminotransferase,,
R04914,1 C05652 <=> 1 C00001 + 1 C05663,,,,rn00380,RC00930__C05652_C05663,,non-enzymatic,,,
R04915,1 C00007 + 1 C06330 <=> 1 C00237 + 1 C05653,1.13.11.47,,,,RC01238__C05653_C06330,,,"quinoline-3,4-diol 2,4-dioxygenase (carbon monoxide-forming)",,
R04916,1 C00001 + 1 C00003 + 1 C05654 <=> 1 C00004 + 1 C00080 + 1 C05655,1.2.1.-,,,rn00380,RC00001__C00003_C00004 RC00080__C05654_C05655,,see R04917 (NADPH),,,
R04917,1 C00001 + 1 C00006 + 1 C05654 <=> 1 C00005 + 1 C00080 + 1 C05655,1.2.1.-,,,rn00380,RC00001__C00005_C00006 RC00080__C05654_C05655,,see R04916 (NADH),,,
R04918,1 C00011 + 1 C05654 <=> 1 C05656,,,,rn00380,RC00506__C05654_C05656,,,,,
R04919,1 C00006 + 1 C05668 <=> 1 C00005 + 1 C00080 + 1 C05989,1.1.1.-,,,rn00640 rn01100,RC00001__C00005_C00006 RC00087__C05668_C05989,,,3-hydroxypropionyl-CoA:NADP+ oxidoreductase,,
R04920,1 C00641 + 1 C05673 <=> 1 C00055 + 1 C05675,2.7.8.1,,K00993 K13644,rn00440 rn01100,RC00002__C00055_C05673 RC00017__C00641_C05675 RC02894__C05673_C05675,,,"CMP-2-aminoethylphosphonate:1,2-diacylglycerol (2-aminoethylphosphonyl)transferase",,
R04921,1 C00195 + 1 C05673 <=> 1 C00055 + 1 C05681,2.7.8.-,,,rn00440 rn00600 rn01100,RC00002__C00055_C05673 RC00017__C00195_C05681 RC02894__C05673_C05681,,,,,
R04922,1 C00641 + 1 C05674 <=> 1 C00055 + 1 C05676,2.7.8.2,,K00994 K13644,rn00440 rn01100,RC00002__C00055_C05674 RC00017__C00641_C05676 RC02894__C05674_C05676,,,"CMP-N-trimethyl-2-aminoethylphosphonate:1,2-diacylglycerol (N-trimethyl-2-aminoethylphosphonyl)transferase",,
R04923,1 C05675 <=> 1 C05676,,,,rn00440 rn01100,RC01974__C05675_C05676,,incomplete reaction;three-step reaction;methylation,,,
R04924,1 C05678 <=> 1 C05677,,,,rn00440,,,unclear reaction,,,
R04925,1 C05679 <=> 1 C05680,,,,rn00440 rn01100,RC00181__C05679_C05680,,incomplete reaction;methylation,,,
R04927,1 C00020 + 2 C00125 + 1 C05684 <=> 2 C00126 + 1 C05686,1.8.99.2,,K00394 K00395,,RC00016__C00125_C00126 RC01239__C00020_C05686,,,"AMP,sulfite:(acceptor) oxidoreductase",,
R04928,1 C00002 + 1 C05686 <=> 1 C00008 + 1 C05696,2.7.1.25,,K00860 K00955 K13811,,RC00002__C00002_C00008 RC00078__C05686_C05696,,,ATP:adenylylsulfate 3'-phosphotransferase,,
R04929,1 C00002 + 1 C05697 <=> 1 C00013 + 1 C05686,2.7.7.4,,K00955 K00956 K00957 K00958 K13811,rn00450,RC02889__C05686_C05697,,,ATP:selenate adenylyltransferase,,
R04930,1 C00001 + 1 C05699 <=> 1 C00014 + 1 C00109 + 1 C05688,4.4.1.1,,K01758,,RC00056__C05688_C05699 RC01209__C00109_C05699, 31154,,selenocystathionine lysteine-lyase (deaminating),,
R04931,1 C00019 + 1 C05688 <=> 1 C00021 + 1 C05689,2.1.1.9,,,rn00450 rn01100,RC00003__C00019_C00021 RC01241__C05688_C05689,,,S-adenosyl-L-methionine:thiol S-methyltransferase,,
R04932,2 C05688 <=> 1 C05704,,,,,RC01242__C05688_C05704,,oxidoreduction,,,
R04933,1 C05688 <=> 1 C05705,,,,,RC01976__C05688_C05705,,oxidoreduction;incomplete reaction,,,
R04934,1 C05688 <=> 1 C05706,,,,,RC01977__C05688_C05706,,incomplete reaction,,,
R04935,1 C03193 + 1 C05689 <=> 1 C00012 + 1 C05695,2.3.2.2,,K00681,,RC00064__C00012_C03193,,,(5-L-glutamyl)-peptide:Se-methylselenocysteine 5-glutamyltransferase,,
R04937,1 C00001 + 1 C06016 <=> 1 C00181 + 1 C06016,3.2.1.-,,,,,,,,,
R04938,1 C00001 + 1 C06016 <=> 1 C00259 + 1 C06016,3.2.1.-,,,,,,Xylosidases(EC3.2.1.-),,,
R04939,1 C05691 + 1 C05693 <=> 1 C05692 + 1 C05694,2.1.1.-,,K00599,,RC01244__C05691_C05692,,,,,
R04940,1 C00005 + 1 C05696 <=> 1 C00006 + 1 C00054 + 1 C00080 + 1 C05684,,,,,RC00001__C00005_C00006 RC01239__C00054_C05696,,,,,
R04941,1 C00001 + 1 C05699 <=> 1 C00014 + 1 C00022 + 1 C05698,4.4.1.13,,K00816 K01760 K14155,rn00450 rn01100,RC00056__C05698_C05699 RC01245__C00022_C05699,,multi-step reaction,selenocystathionine L-homocysteine-lyase (deaminating),,
R04942,1 C00065 + 1 C05698 <=> 1 C00001 + 1 C05699,4.2.1.22,,K01697 K10150,,RC00056__C05698_C05699 RC01246__C00065_C05699,,multi-step reaction,L-serine hydro-lyase (adding homocysteine),,
R04943,2 C05698 <=> 1 C05707,,,,,RC01242__C05698_C05707,,oxidoreduction,,,
R04944,1 C05688 + 1 C05702 <=> 1 C00009 + 1 C05699,2.5.1.48,,K01739,rn00450 rn01100,RC00056__C05688_C05699,,,O-phosphorylhomoserine:selenocysteine Se-(3-amino-3-carboxypropyl)transferase; O-phosphorylhomoserine phosphate-lyase (adding selenocysteine),,
R04945,1 C01077 + 1 C05688 <=> 1 C00033 + 1 C05699,2.5.1.48,,K01739,,RC00020__C00033_C01077 RC00056__C05688_C05699,,,O-acetylhomoserine succinate-lyase (adding cysteine),,
R04946,1 C01118 + 1 C05688 <=> 1 C00042 + 1 C05699,2.5.1.48,,K01739,rn00450 rn01100,RC00020__C00042_C01118 RC00056__C05688_C05699,,,O4-succinyl-L-homoserine:L-selenocysteine Se-(3-amino-3-carboxypropyl)transferase; O-succinyl-L-homoserine succinate-lyase (adding selenocysteine),,
R04947,1 C00028 + 1 C05710 <=> 1 C00030 + 1 C05718,1.14.13.-,,,,RC01247__C05710_C05718,,,,,
R04948,1 C00029 + 1 C05712 <=> 1 C00015 + 1 C05713,2.4.1.178 2.4.1.63 2.4.1.85,,K13030,,RC00005__C00015_C00029 RC00262__C05712_C05713,,,UDPglucose:(S)-4-hydroxymandelonitrile beta-D-glucosyltransferase,,
R04949,1 C00001 + 1 C05713 <=> 1 C00031 + 1 C05712,3.2.1.21,,K01188 K05349 K05350,,RC00262__C05712_C05713 RC01248__C00031_C05713,,,cyanoglycoside glucohydrolase,,
R04950,1 C00024 + 1 C05726 <=> 1 C00010 + 1 C05727,2.3.1.80,,K20838,rn00480 rn01100,RC00004__C00010_C00024 RC00064__C05726_C05727, 19216,,acetyl-CoA:S-substituted L-cysteine N-acetyltransferase,,
R04951,1 C00001 + 1 C05729 <=> 1 C00037 + 1 C05726,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,,K01255 K01256 K01270 K07751 K11140 K11142 K15428,rn00480 rn01100,RC00096__C00037_C05729 RC00141__C05726_C05729,,,,,
R04952,1 C01209 + 1 C05745 <=> 1 C00011 + 1 C00229 + 1 C05746,2.3.1.- 2.3.1.179 2.3.1.41 2.3.1.85 2.3.1.86,M00083,K00647 K00665 K00667 K09458 K11533,rn00061 rn01100 rn01212,RC00039__C00229_C05745 RC02728__C05745_C05746 RC02888__C01209_C05746, 41823__42251,,butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),,
R04953,1 C00006 + 1 C05747 <=> 1 C00005 + 1 C00080 + 1 C05746,1.1.1.- 1.1.1.100 2.3.1.- 2.3.1.85 2.3.1.86,M00083,K00059 K00665 K00667 K11533 K11539,rn00061 rn01100 rn01212,RC00001__C00005_C00006 RC00029__C05746_C05747,,,(3R)-3-hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,,
R04954,1 C05747 <=> 1 C00001 + 1 C05748,2.3.1.- 2.3.1.85 2.3.1.86 4.2.1.- 4.2.1.59,M00083,K00665 K00668 K01716 K02372 K11533 K16363 K22540 K22541,rn00061 rn01100 rn01212,RC01095__C05747_C05748, 41811__41831,,(3R)-3-hydroxyhexanoyl-[acyl-carrier-protein] hydro-lyase,,
R04955,1 C00003 + 1 C05749 <=> 1 C00004 + 1 C00080 + 1 C05748,1.3.1.9 2.3.1.-,M00083,K00208 K00209 K02371 K11533,rn00061 rn01100 rn01212,RC00001__C00003_C00004 RC00052__C05748_C05749,,,hexanoyl-[acp]:NAD+ trans-2-oxidoreductase,,
R04956,1 C00006 + 1 C05749 <=> 1 C00005 + 1 C00080 + 1 C05748,1.3.1.- 1.3.1.10 1.3.1.104 1.3.1.39 2.3.1.85 2.3.1.86,M00083,K00208 K00665 K00668 K07512 K10780,rn00061 rn01100 rn01212,RC00001__C00005_C00006 RC00052__C05748_C05749,,,hexanoyl-[acp]:NADP+ trans-2-oxidoreductase,,
