id,reaction,ec,module,orthology,pathway,rclass,rhea,comment,name,overall,remark,CBRdb_C_ids
R08849,1 C17935 <=> 1 C17936,,,,rn00350,,,unclear reaction,,,,C17935 C17936
R08850,1 C00001 + 1 C04882 <=> 1 C00133 + 1 C04804,3.4.17.8,,,,RC00064__C00133_C04882 RC00141__C04804_C04882,,,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine carboxypeptidase,,,C00001 C00133 C04804 C04882
R08851,1 C00001 + 1 C17953 + 2 C22151 <=> 1 C00007 + 2 C00080 + 1 C16269 + 2 C22150,1.14.15.39,,K12645,rn00909 rn01110,RC00723__C16269_C17953, 25979,"the first step of two-step reaction (see R10072, R08851+R08852);(R)-form (see R08853+R08854)","(+)-epi-isozizaene,reduced-ferredoxin:oxygen oxidoreductase (5S-hydroxylating)",,,C00001 C00007 C00080 C16269 C17953 C22150 C22151
R08852,1 C00007 + 2 C00080 + 1 C17953 + 2 C22150 <=> 2 C00001 + 1 C17954 + 2 C22151,1.14.15.39,,K12645,rn00909 rn01110,RC00850__C17953_C17954, 25983,"the second step of two-step reaction (see R10072, R08851+R08852);(R)-form (see R08853+R08854)","(5S)-albaflavenol,reduced-ferredoxin:oxygen oxidoreductase",,,C00001 C00007 C00080 C17953 C17954 C22150 C22151
R08853,1 C00001 + 1 C17955 + 2 C22151 <=> 1 C00007 + 2 C00080 + 1 C16269 + 2 C22150,1.14.15.39,,K12645,rn00909 rn01110,RC00723__C16269_C17955, 25987,"the first step of two-step reaction (see R10072, R08853+R08854);(S)-form (see R08851+R08852)","(+)-epi-isozizaene,reduced-ferredoxin:oxygen oxidoreductase (5R-hydroxylating)",,,C00001 C00007 C00080 C16269 C17955 C22150 C22151
R08854,1 C00007 + 2 C00080 + 1 C17955 + 2 C22150 <=> 2 C00001 + 1 C17954 + 2 C22151,1.14.15.39,,K12645,rn00909 rn01110,RC00850__C17954_C17955, 25991,"the second step of two-step reaction (see R10072, R08853+R08854);(S)-form (see R08851+R08852)","(5R)-albaflavenol,reduced-ferredoxin:oxygen oxidoreductase",,,C00001 C00007 C00080 C17954 C17955 C22150 C22151
R08855,1 C00001 + 1 C00002 + 1 C00064 + 1 C05893 <=> 1 C00008 + 1 C00009 + 1 C00025 + 1 C05894,6.3.5.-,,,,RC00002__C00002_C00008 RC00010__C00025_C00064 RC00358__C05893_C05894,,NH3 can act instead of L-glutamine (see R05030),undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine:L-glutamine amido-ligase (ADP-forming),,,C00001 C00002 C00008 C00009 C00025 C00064 C05893 C05894
R08856,1 C00043 + 1 C17556 <=> 1 C00105 + 1 C01289,2.7.8.33,,K02851,,RC00002__C00043_C00105, 28093,,UDP-N-acetyl-D-glucosamine:undecaprenyl-phosphate N-acetyl-D-glucosamine phosphotransferase,,Same as: R12859,C00043 C00105 C01289 C17556
R08857,1 C00363 + 1 C17959 <=> 1 C03319 + 1 C04507,2.4.1.-,,,,RC00005__C00363_C03319 RC00049__C04507_C17959,,,dTDP-L-rhamnose:alpha-D-galactosyl-diphosphoundecaprenol L-rhamnosyltransferase,,,C00363 C03319 C04507 C17959
R08858,1 C00035 + 1 C04724 <=> 1 C00096 + 1 C17959,2.4.1.-,,,,RC00005__C00035_C00096 RC00049__C04724_C17959,,,GDP-D-mannose:alpha-L-rhamnosyl-(1->3)-alpha-D-galactosyl-diphosphoundecaprenol D-mannosyltransferase,,,C00035 C00096 C04724 C17959
R08859,1 C00015 + 1 C06740 <=> 1 C00029 + 1 C16718,2.4.1.210,,,,RC00005__C00015_C00029 RC00397__C06740_C16718,,,UDP-glucose:limonoate-A-ring-lactone glucosyltransferase,,,C00015 C00029 C06740 C16718
R08861,1 C00005 + 1 C00080 + 1 C03167 <=> 1 C00006 + 1 C06451,,M00903,K12901,rn00440 rn00998 rn01100 rn01110,RC00001__C00005_C00006 RC00087__C03167_C06451,,PnAA reductase,,,,C00005 C00006 C00080 C03167 C06451
R08862,1 C00019 + 1 C00080 + 1 C05359 + 1 C06451 + 1 C06453 <=> 1 C00073 + 1 C00541 + 1 C05198 + 1 C06452,2.1.1.308,,K12902,,RC00021__C00019_C00073 RC01144__C00541_C06453 RC02370__C06451_C06452,,HEP C-methyltransferase;radical SAM,methylcobalamin:2-hydroxyethylphosphonate C-methyltransferase,,,C00019 C00073 C00080 C00541 C05198 C05359 C06451 C06452 C06453
R08863,1 C00027 + 1 C06452 <=> 2 C00001 + 1 C06454,1.11.1.23,M00903,K12903 K22392,rn00998 rn01100 rn01110,RC01298__C06452_C06454, 10811,,"(S)-2-hydroxypropylphosphonate,NADH:oxygen epoxidase",,,C00001 C00027 C06452 C06454
R08864,1 C00007 + 1 C06451 <=> 1 C00058 + 1 C06455,1.13.11.72,,K12905,rn00440 rn01110,RC03073__C06451_C06455 RC03074__C00058_C06451, 34794,,"2-hydroxyethylphosphonate:O2 1,2-oxidoreductase (hydroxymethylphosphonate forming)",,,C00007 C00058 C06451 C06455
R08865,1 C06455 <=> 1 C17943,,,K12906,rn00440 rn01110,RC02372__C06455_C17943,,"putative D-3-phosphoglycerate dehydrogenase;incomplete reaction (unidentified acceptor, possibly NAD+[CPD:C00003])",,,,C06455 C17943
R08866,1 C06456 <=> 1 C17943,,,K12907,rn00440 rn01110,RC02375__C06456_C17943,,putative aldehyde dehydrogenase,,,,C06456 C17943
R08867,1 C00013 + 1 C17945 <=> 1 C00063 + 1 C06456,2.7.7.93,,K12908,rn00440 rn01110,RC00002__C06456_C17945, 49431,cytidylyltransferase,CTP:phosphonoformate cytidylyltransferase,,,C00013 C00063 C06456 C17945
R08868,1 C06367 <=> 1 C17946,2.7.8.23,,K12909,,RC02780__C06367_C17946,,"the first step of two-step reaction (see R05165, R08868+R08869);subsequently R08869",1-carboxyvinyl carboxyphosphonate phosphorylmutase,,,C06367 C17946
R08869,1 C00011 + 1 C06368 <=> 1 C17946,2.7.8.23,,K12909,,RC02374__C06368_C17946,,"the second step of two-step reaction (see R05165, R08868+R08869);following after R08868",carboxyphosphonopyruvate carboxy-lyase,,,C00011 C06368 C17946
R08870,1 C00001 + 1 C00024 + 1 C06368 <=> 1 C00010 + 1 C17947,2.3.3.18,,K12910,rn00440 rn01110,RC00004__C00010_C00024 RC00067__C06368_C17947,,2-phosphinomethylmalic acid synthase,"acetyl-CoA:phosphinopyruvate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)",,,C00001 C00010 C00024 C06368 C17947
R08871,1 C00010 + 1 C17949 <=> 1 C00024 + 1 C17962,2.3.1.183,,K03823,rn00440 rn01110,RC00004__C00010_C00024 RC00064__C17949_C17962,,phosphinothricin acetyltransferase,acetyl-CoA:demethylphosphinothricin N-acetyltransferase,,,C00010 C00024 C17949 C17962
R08872,1 C00001 + 3 C00002 + 2 C00041 + 1 C17949 <=> 3 C00013 + 3 C00020 + 1 C17950,,,K12911 K12912 K12913,rn00440 rn01110,RC00064__C00041_C17950 RC00141__C17949_C17950 RC01227__C00041_C17950,,nonribosomal peptide synthetase,N-acetyldemethylphosphinothricin:L-alanine:L-alanine ligase (AMP-forming),,,C00001 C00002 C00013 C00020 C00041 C17949 C17950
R08873,1 C00019 + 1 C00080 + 1 C05359 + 1 C06453 + 1 C17949 <=> 1 C00073 + 1 C00541 + 1 C05198 + 1 C17952,2.1.1.326,,K12914,rn00440 rn01110,RC00021__C00019_C00073 RC01144__C00541_C06453 RC02376__C17949_C17952,,radical SAM,methylcobalamin:N-acetyldemethylphosphinothricin P-methyltransferase,,,C00019 C00073 C00080 C00541 C05198 C05359 C06453 C17949 C17952
R08874,1 C00001 + 1 C17952 <=> 1 C00033 + 1 C04650,,,K12915,rn00440 rn01110,RC00064__C04650_C17952,,deacetylase,N-acetylphosphinothricin amidohydrolase,,,C00001 C00033 C04650 C17952
R08875,1 C00019 + 1 C00080 + 1 C05359 + 1 C06453 + 1 C17950 <=> 1 C00073 + 1 C00541 + 1 C05198 + 1 C17951,2.1.1.326,,K12914,rn00440 rn01110,RC00021__C00019_C00073 RC01144__C00541_C06453 RC02376__C17950_C17951,,radical SAM,methylcobalamin:N-acetyldemethylphosphinothricin-tripeptide P-methyltransferase,,,C00019 C00073 C00080 C00541 C05198 C05359 C06453 C17950 C17951
R08876,1 C00001 + 1 C17951 <=> 1 C00033 + 1 C06457,,,K12915,rn00440 rn01110,RC00064__C06457_C17951 RC00300__C00033_C17951,,deacetylase,N-acetylbialaphos amidohydrolase,,,C00001 C00033 C06457 C17951
R08877,1 C17948 <=> 1 C17962,,,,rn00440 rn01110,RC00006__C17948_C17962,,aminotransferase,,,,C17948 C17962
R08878,1 C00005 + 1 C00080 + 1 C02780 <=> 1 C00006 + 1 C15673,1.1.1.274 1.1.1.346,,K06221,,RC00001__C00005_C00006 RC00089__C02780_C15673,,,2-dehydro-L-idonate:NADP+ 5-oxidoreductase,,,C00005 C00006 C00080 C02780 C15673
R08879,1 C00005 + 1 C00080 + 1 C02780 <=> 1 C00006 + 1 C01062,1.1.1.215,,,,RC00001__C00005_C00006 RC00084__C01062_C02780, 27637,,5-dehydro-D-gluconate:NADP+ 2-oxidoreductase,,,C00005 C00006 C00080 C01062 C02780
R08880,1 C00005 + 1 C00080 + 1 C15673 <=> 1 C00006 + 1 C00770,1.1.1.215,,,,RC00001__C00005_C00006 RC00084__C00770_C15673, 29842,,L-idonate:NADP+ 2-oxidoreductase,,,C00005 C00006 C00080 C00770 C15673
R08881,1 C17941 <=> 1 C21613,,,,rn00440,,,"multi-step reaction (similar to TCA cycle, R01325+R01900+R00709 or R01325+R01900+R01899+R00268)",,,,C17941 C21613
R08882,1 C17941 <=> 1 C17942,,,,rn00440,RC02369__C17941_C17942,,multi-step reaction;incomplete reaction,,,,C17941 C17942
R08883,1 C03167 <=> 1 C17940,,,,rn00440,,,multi-step reaction,,,,C03167 C17940
R08884,1 C03167 <=> 1 C17944,,,,rn00440,,,multi-step reaction,,,,C03167 C17944
R08885,1 C03167 <=> 1 C17960,,,,rn00440,,,multi-step reaction,,,,C03167 C17960
R08886,1 C03167 <=> 1 C17961,,,,rn00440,,,multi-step reaction,,,,C03167 C17961
R08887,1 C00009 + 1 C00055 + 1 C06367 <=> 1 C00197 + 1 C17945,,,,rn00440 rn01110,RC00002__C00055_C17945 RC02974__C06367_C17945,,multi-step reaction,,,,C00009 C00055 C00197 C06367 C17945
R08888,1 C17948 <=> 1 C21372,,,,rn00440 rn01110,RC00114__C17948_C21372,,multi-step reaction (similar to R01899+R00268);enzyme not yet characterized;incomplete reaction,,,,C17948 C21372
R08889,1 C00007 + 1 C06733 <=> 1 C06734 + 1 C18011,1.13.11.67,,,,RC01329__C06733_C06734, 26026,,8'-apo-beta-carotenol:O2 oxidoreductase,,,C00007 C06733 C06734 C18011
R08890,1 C00064 + 1 C17209 <=> 1 C00940 + 1 C17580,2.6.1.100,,K13547,rn00524 rn01110,RC00006__C00064_C00940 RC01514__C17209_C17580, 34150,,L-glutamine:2-deoxy-scyllo-inosose aminotransferase,,,C00064 C00940 C17209 C17580
R08891,1 C00064 + 1 C17581 <=> 1 C00940 + 1 C02627,2.6.1.101,,K13547,rn00524 rn01110,RC00006__C00064_C00940 RC01514__C02627_C17581, 34154,,"L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase",,,C00064 C00940 C02627 C17581
R08892,1 C00003 + 1 C17580 <=> 1 C00004 + 1 C00080 + 1 C17581,1.1.1.329,,K13548,rn00524 rn01110,RC00001__C00003_C00004 RC00154__C17580_C17581, 33886,,2-deoxy-scyllo-inosamine:NAD+ oxidoreductase,,,C00003 C00004 C00080 C17580 C17581
R08893,1 C00019 + 1 C17580 <=> 1 C00073 + 1 C05198 + 1 C17581,1.1.99.38,,K13549,rn00524 rn01110,RC00021__C00019_C00073 RC00154__C17580_C17581, 34278,radical SAM 2-deoxy-scyllo-inosamine dehydrogenase,2-deoxy-scyllo-inosamine:S-adenosyl-L-methionine 1-oxidoreductase,,,C00019 C00073 C05198 C17580 C17581
R08894,1 C00015 + 1 C17582 <=> 1 C00043 + 1 C02627,2.4.1.283,,K13550,rn00524 rn01110,RC00005__C00015_C00043 RC00049__C02627_C17582, 33950,,UDP-N-acetyl-alpha-D-glucosamine:2-deoxystreptamine N-acetyl-D-glucosaminyltransferase,,,C00015 C00043 C02627 C17582
R08895,1 C00001 + 1 C17582 <=> 1 C00033 + 1 C01743,3.5.1.112,,K13551 K17078,rn00524 rn01110,RC00166__C01743_C17582 RC00300__C00033_C17582, 34034,,2'-N-acetylparomamine hydrolase (acetate-forming),,,C00001 C00033 C01743 C17582
R08896,1 C00007 + 1 C01743 <=> 1 C00027 + 1 C17583,1.1.3.43,,K13552 K20565 K20566 K20577,rn00524 rn01110,RC00450__C01743_C17583 RC02755__C00007_C00027, 34038,,paromamine:oxygen 6'-oxidoreductase,,,C00007 C00027 C01743 C17583
R08897,1 C00025 + 1 C17583 <=> 1 C00026 + 1 C01441,2.6.1.93,,K13553 K20567 K20568,rn00524 rn01110,RC00006__C00025_C00026 RC02401__C01441_C17583, 34042,,neamine:2-oxoglutarate aminotransferase,,,C00025 C00026 C01441 C17583
R08898,1 C00013 + 1 C18004 <=> 1 C00119 + 1 C01441,2.4.2.49,,K13554,rn00524 rn01110,RC00049__C01441_C18004, 34046,,5-phospho-alpha-D-ribose 1-diphosphate:neamine phosphoribosyltransferase; 5''-phosphoribostamycin:diphosphate phospho-alpha-D-ribosyltransferase,,,C00013 C00119 C01441 C18004
R08899,1 C00001 + 1 C18004 <=> 1 C00009 + 1 C01759,3.1.3.88,,K13555,rn00524 rn01110,RC00017__C01759_C18004, 33974,,5''-phosphoribostamycin phosphohydrolase,,,C00001 C00009 C01759 C18004
R08900,1 C00015 + 1 C17587 <=> 1 C00043 + 1 C01759,2.4.1.285,,K13556,rn00524 rn01110,RC00005__C00015_C00043 RC00049__C01759_C17587, 33954,,UDP-N-acetyl-alpha-D-glucosamine:ribostamycin N-acetyl-D-glucosaminyltransferase,,,C00015 C00043 C01759 C17587
R08901,1 C00001 + 1 C17587 <=> 1 C00033 + 1 C17588,3.5.1.113,,K17078,rn00524 rn01110,RC00166__C17587_C17588 RC00300__C00033_C17587, 34054,,2'''-acetyl-6'''-hydroxyneomycin-C hydrolase (acetate-forming),,,C00001 C00033 C17587 C17588
R08902,1 C00007 + 1 C17588 <=> 1 C00027 + 1 C17589,1.1.3.44,,K20565,rn00524 rn01110,RC00450__C17588_C17589 RC02755__C00007_C00027, 34050,,6'''-deamino-6'''-hydroxyneomycin-C:oxygen 6'''-oxidoreductase,,,C00007 C00027 C17588 C17589
R08903,1 C00025 + 1 C17589 <=> 1 C00026 + 1 C15652,2.6.1.95,,K20567,rn00524 rn01110,RC00006__C00025_C00026 RC02401__C15652_C17589, 33962,,2-oxoglutarate:neomycin-C aminotransferase,,,C00025 C00026 C15652 C17589
R08904,1 C01737 <=> 1 C15652,5.1.3.-,,K13557,rn00524 rn01110,RC01780__C01737_C15652,,"radical SAM enzyme, epimerization at C-5'''",neomycin-C 5'''-epimerase,,,C01737 C15652
R08905,1 C00002 + 1 C00025 + 1 C00229 <=> 1 C00008 + 1 C00009 + 1 C18006,6.2.1.39,,K13559,rn00524 rn01110,RC00002__C00002_C00008 RC00014__C00025_C18006 RC00039__C00229_C18006, 53951,,L-glutamate:[acyl-carrier protein] ligase (ADP-forming),,,C00002 C00008 C00009 C00025 C00229 C18006
R08906,1 C00002 + 1 C00025 + 1 C18007 <=> 1 C00008 + 1 C00009 + 1 C18008,6.2.1.39,,K13559,rn00524 rn01110,RC00002__C00002_C00008 RC00090__C00025_C18008 RC00096__C18007_C18008, 53955,,L-glutamate:4-aminobutyryl-[acp] ligase (ADP-forming),,,C00002 C00008 C00009 C00025 C18007 C18008
R08907,1 C00011 + 1 C18007 <=> 1 C18006,4.1.1.95,,K13560,rn00524 rn01110,RC00299__C18006_C18007, 53959,BtrI is an acyl-carrier protein.,gamma-L-glutamyl-[acp] carboxy-lyase (4-aminobutyryl-[acp]-forming),,,C00011 C18006 C18007
R08908,1 C00001 + 1 C00061 + 1 C18009 <=> 1 C00007 + 1 C01847 + 1 C18008,1.14.14.13,,K13561,rn00524 rn01110,RC00126__C00061_C01847 RC02402__C18008_C18009, 53963,,"4-(gamma-L-glutamylamino)butanoyl-[acp],reduced-FMN:oxygen oxidoreductase",,,C00001 C00007 C00061 C01847 C18008 C18009
R08909,1 C00229 + 1 C18005 <=> 1 C01759 + 1 C18009,2.3.2.19,,K13563,rn00524 rn01110,RC00039__C00229_C18009 RC00166__C01759_C18005, 53967,,4-(gamma-L-glutamylamino)-(S)-2-hydroxybutanoyl-[acp]:ribostamycin 4-(gamma-L-glutamylamino)-(S)-2-hydroxybutanoate transferase,,,C00229 C01759 C18005 C18009
R08910,1 C01879 + 1 C17586 <=> 1 C18005,4.3.2.6,,K13564,rn00524 rn01110,RC00096__C17586_C18005 RC00777__C01879_C18005, 33998,,gamma-L-glutamyl-butirosin-B gamma-glutamyl cyclotransferase (5-oxoproline-forming),,,C01879 C17586 C18005
R08911,1 C17585 <=> 1 C17586,,,K20569 K20570,rn00524 rn01110,RC00289__C17585_C17586,,two-step epimerization by BtrE+BtrF,,,,C17585 C17586
R08912,1 C00007 + 2 C00080 + 2 C00138 + 2 C18012 <=> 2 C00001 + 2 C00139 + 1 C18013,1.14.19.69,,K13074 K19628,,RC02378__C18012_C18013, 26034,"also catalysing R08913;CYP158A1 [KO:K19628] prefers R08912, while CYP158A2 [KO:K13074] prefers R08913.","flaviolin,reduced ferredoxin:oxygen oxidoreductase",,,C00001 C00007 C00080 C00138 C00139 C18012 C18013
R08913,1 C00007 + 2 C00080 + 2 C00138 + 2 C18012 <=> 2 C00001 + 2 C00139 + 1 C18014,1.14.19.69,,K13074 K19628,,RC02379__C18012_C18014, 26038,"also catalysing R08912;CYP158A1 [KO:K19628] prefers R08912, while CYP158A2 [KO:K13074] prefers R08913.","flaviolin,reduced ferredoxin:oxygen oxidoreductase",,,C00001 C00007 C00080 C00138 C00139 C18012 C18014
R08914,1 C00003 + 1 C16540 <=> 1 C00004 + 1 C00080 + 1 C16541,1.1.1.294,,K13606,rn00860 rn01100 rn01110,RC00001__C00003_C00004 RC00116__C16540_C16541, 24771,"NADP+ (more effective, see R08915)",7(1)-hydroxychlorophyllide-a:NAD+ oxidoreductase,,,C00003 C00004 C00080 C16540 C16541
R08915,1 C00005 + 1 C00080 + 1 C16541 <=> 1 C00006 + 1 C16540,1.1.1.294,,K13606,rn00860 rn01100 rn01110,RC00001__C00005_C00006 RC00116__C16540_C16541, 24775,"NAD+ (less effective, see R08914)",7(1)-hydroxychlorophyllide-a:NADP+ oxidoreductase,,,C00005 C00006 C00080 C16540 C16541
R08916,1 C00003 + 1 C18016 <=> 1 C00004 + 1 C00080 + 1 C18015,1.1.1.295,,K13070,rn00904 rn01110,RC00001__C00003_C00004 RC00127__C18015_C18016, 25366,"NADP+ (less effective, see R08917)","3beta-hydroxy-9beta-pimara-7,15-diene-19,6beta-olide:NAD+ oxidoreductase",,,C00003 C00004 C00080 C18015 C18016
R08917,1 C00005 + 1 C00080 + 1 C18015 <=> 1 C00006 + 1 C18016,1.1.1.295,,K13070,rn00904 rn01110,RC00001__C00005_C00006 RC00127__C18015_C18016, 25370,"NAD+ (more effective, see R08916)","3beta-hydroxy-9beta-pimara-7,15-diene-19,6beta-olide:NADP+ oxidoreductase",,,C00005 C00006 C00080 C18015 C18016
R08918,1 C00003 + 1 C18017 <=> 1 C00004 + 1 C00080 + 1 C18018,1.1.1.296,,,,RC00001__C00003_C00004 RC00154__C18017_C18018,,,menth-8-en-2-ol:NAD+ oxidoreductase,,,C00003 C00004 C00080 C18017 C18018
R08919,1 C00003 + 1 C18020 <=> 1 C00004 + 1 C00080 + 1 C18019,1.1.1.297,,,,RC00001__C00003_C00004 RC00127__C18019_C18020,,,"menth-8-ene-1,2-diol:NAD+ oxidoreductase",,,C00003 C00004 C00080 C18019 C18020
R08920,1 C00007 + 2 C00355 <=> 2 C00014 + 2 C04045,1.13.12.15,,,rn00350 rn01100,RC00006__C00355_C04045, 25883,,"3,4-dihydroxy-L-phenylalanine:oxygen oxidoreductase (deaminating)",,,C00007 C00014 C00355 C04045
R08921,1 C00007 + 2 C00080 + 2 C00138 + 1 C18021 <=> 2 C00139 + 1 C18022,1.14.15.17,,K13071,rn00860 rn01110,RC03394__C18021_C18022, 48143,two-step reaction (see R11227+R11228),"pheophorbide-a,ferredoxin:oxygen oxidoreductase (biladiene-forming)",,,C00007 C00080 C00138 C00139 C18021 C18022
R08922,1 C00001 + 1 C03161 + 1 C18024 <=> 1 C00007 + 1 C03024 + 1 C18023,1.14.14.142,,,,RC00046__C18023_C18024, 11735,,"sophoraflavanone-B,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (2'-hydroxylating)",,,C00001 C00007 C03024 C03161 C18023 C18024
R08923,1 C00007 + 1 C03024 + 1 C09893 <=> 2 C00001 + 1 C03161 + 1 C18025,1.14.14.143,,K15093,rn00902 rn01110,RC02978__C09893_C18025, 25661,"multi-step reaction (9-hydroxylation, cyclization and dehydration)","(+)-pulegone,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (9-hydroxylating)",,,C00001 C00007 C03024 C03161 C09893 C18025
R08924,1 C00002 + 1 C00080 + 1 C00136 + 1 C00288 <=> 1 C00008 + 1 C00009 + 1 C18026,6.4.1.3,,,,RC00002__C00002_C00008 RC00626__C00136_C18026,,possibly two-step reaction (similar to R00742 or R04385+R04386),butanoyl-CoA:carbon-dioxide ligase (ADP-forming),,,C00002 C00008 C00009 C00080 C00136 C00288 C18026
R08925,1 C00001 + 1 C00006 + 1 C18027 <=> 1 C00005 + 1 C00007 + 1 C00080 + 1 C00843,1.14.13.105,,,rn00902 rn01110,RC00001__C00005_C00006 RC02383__C00843_C18027, 32434,Baeyer-Villiger monooxygenase,"(-)-menthone,NADPH:oxygen oxidoreductase",,,C00001 C00005 C00006 C00007 C00080 C00843 C18027
R08926,1 C00003 + 1 C01019 <=> 1 C00004 + 1 C00080 + 1 C18028,1.1.1.122,,K00064,rn00051 rn01100 rn01120,RC00001__C00003_C00004 RC00066__C01019_C18028,,,L-fucose:NAD+ 1-oxidoreductase,,,C00003 C00004 C00080 C01019 C18028
R08927,1 C06620 <=> 1 C18029,,M00803,K19859,rn00523 rn01100 rn01110 rn01250,RC02328__C06620_C18029,,Ang-orf14;incomplete reaction,,,,C06620 C18029
R08928,1 C18029 <=> 1 C18030,,M00803,K16436,rn00523 rn01100 rn01110 rn01250,RC01514__C18029_C18030,,dTDP-deoxyhexose 3-aminotransferase;incomplete reaction (unidentified amino-donor),,,,C18029 C18030
R08929,1 C18030 <=> 1 C18031,,M00803,K13332,rn00523 rn01100 rn01110 rn01250,RC01515__C18030_C18031,,"N-methyltransferase;incomplete reaction (unidentified methyl-donors, possibly SAM[CPD:C00019]);possibly two-step reaction",,,,C18030 C18031
R08930,1 C00001 + 1 C00139 + 1 C18032 <=> 1 C00080 + 1 C00138 + 1 C11922,4.2.1.164,M00802,K13328,rn00523 rn01100 rn01110 rn01250,RC00704__C11922_C18032,,,"dTDP-4-dehydro-2,6-dideoxy-alpha-D-glucose hydro-lyase (dTDP-2,3,6-trideoxy-alpha-D-hexopyranose-forming)",,,C00001 C00080 C00138 C00139 C11922 C18032
R08931,1 C00025 + 1 C18032 <=> 1 C00026 + 1 C18033,2.6.1.110,M00802,K13329,rn00523 rn01100 rn01110 rn01250,RC00006__C00025_C00026 RC01514__C18032_C18033, 49147,,"dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose:2-oxoglutarate aminotransferase",,,C00025 C00026 C18032 C18033
R08932,2 C00019 + 1 C18033 <=> 2 C00021 + 1 C18034,2.1.1.324,M00802,K13330,rn00523 rn01100 rn01110 rn01250,RC00003__C00019_C00021 RC01515__C18033_C18034, 49151,two-step reaction (see R11452+R11453),"S-adenosyl-L-methionine:dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose N,N-dimethyltransferase",,,C00019 C00021 C18033 C18034
R08933,1 C00019 + 1 C11928 <=> 1 C00021 + 1 C18035,2.1.1.-,M00798,K13317,rn00523 rn01100 rn01110 rn01250,RC00003__C00019_C00021 RC01404__C11928_C18035,,,"S-adenosyl-L-methionine:dTDP-4-oxo-2,6-dideoxy-D-allose 3-C-methyltransferase",,,C00019 C00021 C11928 C18035
R08934,1 C11915 <=> 1 C18035,5.1.3.-,M00798,K13316 K16438,rn00523 rn01100 rn01110 rn01250,RC01518__C11915_C18035,,,"dTDP-3-methyl-4-oxo-2,6-dideoxy-D-glucose 5-epimerase",,,C11915 C18035
R08935,1 C00005 + 1 C00080 + 1 C11907 <=> 1 C00006 + 1 C03319,1.1.1.-,,K12451,rn00523 rn01110,RC00001__C00005_C00006 RC01014__C03319_C11907,,two-step reaction (see R06514+R02777),"dTDP-6-deoxy-L-mannose:NADP+ 4-oxidoreductase (3,5-epimerizing)",,,C00005 C00006 C00080 C03319 C11907
R08936,1 C01209 + 1 C18046 <=> 1 C03939 + 1 C18047,2.1.3.10,,,,RC00040__C01209_C03939 RC00253__C18046_C18047, 23031,,malonyl-[acyl-carrier protein]:biotinyl-[protein] carboxytransferase,,,C01209 C03939 C18046 C18047
R08937,1 C00009 + 1 C18048 <=> 1 C00169 + 1 C03415,2.1.3.11,,K13043,,RC00096__C03415_C18048,,,carbamoyl-phosphate:N2-succinyl-L-ornithine carbamoyltransferase,,,C00009 C00169 C03415 C18048
R08938,1 C00010 + 1 C17952 <=> 1 C00024 + 1 C04650,2.3.1.183,,K03823,rn00440 rn01110,RC00064__C04650_C17952, 12600,,acetyl-CoA:phosphinothricin N-acetyltransferase,,,C00010 C00024 C04650 C17952
R08939,1 C00019 + 1 C05745 <=> 1 C00170 + 1 C00229 + 1 C11837,2.3.1.184,,K13061,,RC00021__C00019_C00170 RC00039__C00229_C05745,,,"butyryl-[acyl-carrier protein]:S-adenosyl-L-methionine butyryltranserase (lactone-forming, methylthioadenosine-releasing)",,,C00019 C00170 C00229 C05745 C11837
R08940,1 C00019 + 1 C00173 <=> 1 C00170 + 1 C00229 + 1 C18049,2.3.1.184,,K13060 K13061 K13062 K20248 K20249 K20250 K22954 K22955 K22956 K22957 K22968,rn00270 rn01100,RC00021__C00019_C00170 RC00039__C00173_C00229, 10099,,"acyl-[acyl-carrier protein]:S-adenosyl-L-methionine acyltranserase (lactone-forming, methylthioadenosine-releasing)",,,C00019 C00170 C00173 C00229 C18049
R08941,1 C00001 + 1 C18043 <=> 1 C00059 + 1 C00187,3.1.6.2,,K01131,rn00140 rn01100,RC00231__C00187_C18043,,,cholesterol-sulfate sulfohydrolase; steryl-sulfate sulfohydrolase,,,C00001 C00059 C00187 C18043
